ABC
ABC ACD
ABD BCD
ABC ACD ADE
ABC ACE CDE
ABD ADE BCD
ABE BCD BDE
ABE BCE CDE
ABC ACD ADE AEF
ABC ACD ADF DEF
ABC ACE AEF CDE
ABC ACF CDE CEF
ABC ACF CDF DEF
ABD ADE AEF BCD
ABD ADF BCD DEF
ABE AEF BCD BDE
ABE AEF BCE CDE
ABF BCD BDE BEF
ABF BCD BDF DEF
ABF BCE BEF CDE
ABF BCF CDE CEF
ABF BCF CDF DEF
ABC ACD ADE AEF AFG
ABC ACD ADE AEG EFG
ABC ACD ADF AFG DEF
ABC ACD ADG DEF DFG
ABC ACD ADG DEG EFG
ABC ACE AEF AFG CDE
ABC ACE AEG CDE EFG
ABC ACF AFG CDE CEF
ABC ACF AFG CDF DEF
ABC ACG CDE CEF CFG
ABC ACG CDE CEG EFG
ABC ACG CDF CFG DEF
ABC ACG CDG DEF DFG
ABC ACG CDG DEG EFG
ABD ADE AEF AFG BCD
ABD ADE AEG BCD EFG
ABD ADF AFG BCD DEF
ABD ADG BCD DEF DFG
ABD ADG BCD DEG EFG
ABE AEF AFG BCD BDE
ABE AEF AFG BCE CDE
ABE AEG BCD BDE EFG
ABE AEG BCE CDE EFG
ABF AFG BCD BDE BEF
ABF AFG BCD BDF DEF
ABF AFG BCE BEF CDE
ABF AFG BCF CDE CEF
ABF AFG BCF CDF DEF
ABG BCD BDE BEF BFG
ABG BCD BDE BEG EFG
ABG BCD BDF BFG DEF
ABG BCD BDG DEF DFG
ABG BCD BDG DEG EFG
ABG BCE BEF BFG CDE
ABG BCE BEG CDE EFG
ABG BCF BFG CDE CEF
ABG BCF BFG CDF DEF
ABG BCG CDE CEF CFG
ABG BCG CDE CEG EFG
ABG BCG CDF CFG DEF
ABG BCG CDG DEF DFG
ABG BCG CDG DEG EFG
ABD ADG AGH AHI AIJ BCD DEF DFG
ABD ADG AGH AHI AIJ BCD DEG EFG
ABD ADG AGH AHJ BCD DEF DFG HIJ
ABD ADG AGH AHJ BCD DEG EFG HIJ
ABD ADG AGI AIJ BCD DEF DFG GHI
ABD ADG AGI AIJ BCD DEG EFG GHI
ABD ADG AGJ BCD DEF DFG GHI GIJ
ABD ADG AGJ BCD DEF DFG GHJ HIJ
ABD ADG AGJ BCD DEG EFG GHI GIJ
ABD ADG AGJ BCD DEG EFG GHJ HIJ
ABD ADH AHI AIJ BCD DEF DFG DGH
ABD ADH AHI AIJ BCD DEF DFH FGH
ABD ADH AHI AIJ BCD DEG DGH EFG
ABD ADH AHI AIJ BCD DEH EFG EGH
ABD ADH AHI AIJ BCD DEH EFH FGH
ABD ADH AHJ BCD DEF DFG DGH HIJ
ABD ADH AHJ BCD DEF DFH FGH HIJ
ABD ADH AHJ BCD DEG DGH EFG HIJ
ABD ADH AHJ BCD DEH EFG EGH HIJ
ABD ADH AHJ BCD DEH EFH FGH HIJ
ABD ADI AIJ BCD DEF DFG DGH DHI
ABD ADI AIJ BCD DEF DFG DGI GHI
ABD ADI AIJ BCD DEF DFH DHI FGH
ABD ADI AIJ BCD DEF DFI FGH FHI
ABD ADI AIJ BCD DEF DFI FGI GHI
ABD ADI AIJ BCD DEG DGH DHI EFG
ABD ADI AIJ BCD DEG DGI EFG GHI
ABD ADI AIJ BCD DEH DHI EFG EGH
ABD ADI AIJ BCD DEH DHI EFH FGH
ABD ADI AIJ BCD DEI EFG EGH EHI
ABD ADI AIJ BCD DEI EFG EGI GHI
ABD ADI AIJ BCD DEI EFH EHI FGH
ABD ADI AIJ BCD DEI EFI FGH FHI
ABD ADI AIJ BCD DEI EFI FGI GHI
ABD ADJ BCD DEF DFG DGH DHI DIJ
ABD ADJ BCD DEF DFG DGH DHJ HIJ
ABD ADJ BCD DEF DFG DGI DIJ GHI
ABD ADJ BCD DEF DFG DGJ GHI GIJ
ABD ADJ BCD DEF DFG DGJ GHJ HIJ
ABD ADJ BCD DEF DFH DHI DIJ FGH
ABD ADJ BCD DEF DFH DHJ FGH HIJ
ABD ADJ BCD DEF DFI DIJ FGH FHI
ABD ADJ BCD DEF DFI DIJ FGI GHI
ABD ADJ BCD DEF DFJ FGH FHI FIJ
ABD ADJ BCD DEF DFJ FGH FHJ HIJ
ABD ADJ BCD DEF DFJ FGI FIJ GHI
ABD ADJ BCD DEF DFJ FGJ GHI GIJ
ABD ADJ BCD DEF DFJ FGJ GHJ HIJ
ABD ADJ BCD DEG DGH DHI DIJ EFG
ABD ADJ BCD DEG DGH DHJ EFG HIJ
ABD ADJ BCD DEG DGI DIJ EFG GHI
ABD ADJ BCD DEG DGJ EFG GHI GIJ
ABD ADJ BCD DEG DGJ EFG GHJ HIJ
ABD ADJ BCD DEH DHI DIJ EFG EGH
ABD ADJ BCD DEH DHI DIJ EFH FGH
ABD ADJ BCD DEH DHJ EFG EGH HIJ
ABD ADJ BCD DEH DHJ EFH FGH HIJ
ABD ADJ BCD DEI DIJ EFG EGH EHI
ABD ADJ BCD DEI DIJ EFG EGI GHI
ABD ADJ BCD DEI DIJ EFH EHI FGH
ABD ADJ BCD DEI DIJ EFI FGH FHI
ABD ADJ BCD DEI DIJ EFI FGI GHI
ABD ADJ BCD DEJ EFG EGH EHI EIJ
ABD ADJ BCD DEJ EFG EGH EHJ HIJ
ABD ADJ BCD DEJ EFG EGI EIJ GHI
ABD ADJ BCD DEJ EFG EGJ GHI GIJ
ABD ADJ BCD DEJ EFG EGJ GHJ HIJ
ABD ADJ BCD DEJ EFH EHI EIJ FGH
ABD ADJ BCD DEJ EFH EHJ FGH HIJ
ABD ADJ BCD DEJ EFI EIJ FGH FHI
ABD ADJ BCD DEJ EFI EIJ FGI GHI
ABD ADJ BCD DEJ EFJ FGH FHI FIJ
ABD ADJ BCD DEJ EFJ FGH FHJ HIJ
ABD ADJ BCD DEJ EFJ FGI FIJ GHI
ABD ADJ BCD DEJ EFJ FGJ GHI GIJ
ABD ADJ BCD DEJ EFJ FGJ GHJ HIJ
ABE AEF AFG AGH AHI AIJ BCD BDE
ABE AEF AFG AGH AHI AIJ BCE CDE
ABE AEF AFG AGH AHJ BCD BDE HIJ
ABE AEF AFG AGH AHJ BCE CDE HIJ
ABE AEF AFG AGI AIJ BCD BDE GHI
ABE AEF AFG AGI AIJ BCE CDE GHI
ABE AEF AFG AGJ BCD BDE GHI GIJ
ABE AEF AFG AGJ BCD BDE GHJ HIJ
ABE AEF AFG AGJ BCE CDE GHI GIJ
ABE AEF AFG AGJ BCE CDE GHJ HIJ
ABE AEF AFH AHI AIJ BCD BDE FGH
ABE AEF AFH AHI AIJ BCE CDE FGH
ABE AEF AFH AHJ BCD BDE FGH HIJ
ABE AEF AFH AHJ BCE CDE FGH HIJ
ABE AEF AFI AIJ BCD BDE FGH FHI
ABE AEF AFI AIJ BCD BDE FGI GHI
ABE AEF AFI AIJ BCE CDE FGH FHI
ABE AEF AFI AIJ BCE CDE FGI GHI
ABE AEF AFJ BCD BDE FGH FHI FIJ
ABE AEF AFJ BCD BDE FGH FHJ HIJ
ABE AEF AFJ BCD BDE FGI FIJ GHI
ABE AEF AFJ BCD BDE FGJ GHI GIJ
ABE AEF AFJ BCD BDE FGJ GHJ HIJ
ABE AEF AFJ BCE CDE FGH FHI FIJ
ABE AEF AFJ BCE CDE FGH FHJ HIJ
ABE AEF AFJ BCE CDE FGI FIJ GHI
ABE AEF AFJ BCE CDE FGJ GHI GIJ
ABE AEF AFJ BCE CDE FGJ GHJ HIJ
ABE AEG AGH AHI AIJ BCD BDE EFG
ABE AEG AGH AHI AIJ BCE CDE EFG
ABE AEG AGH AHJ BCD BDE EFG HIJ
ABE AEG AGH AHJ BCE CDE EFG HIJ
ABE AEG AGI AIJ BCD BDE EFG GHI
ABE AEG AGI AIJ BCE CDE EFG GHI
ABE AEG AGJ BCD BDE EFG GHI GIJ
ABE AEG AGJ BCD BDE EFG GHJ HIJ
ABE AEG AGJ BCE CDE EFG GHI GIJ
ABE AEG AGJ BCE CDE EFG GHJ HIJ
ABE AEH AHI AIJ BCD BDE EFG EGH
ABE AEH AHI AIJ BCD BDE EFH FGH
ABE AEH AHI AIJ BCE CDE EFG EGH
ABE AEH AHI AIJ BCE CDE EFH FGH
ABE AEH AHJ BCD BDE EFG EGH HIJ
ABE AEH AHJ BCD BDE EFH FGH HIJ
ABE AEH AHJ BCE CDE EFG EGH HIJ
ABE AEH AHJ BCE CDE EFH FGH HIJ
ABE AEI AIJ BCD BDE EFG EGH EHI
ABE AEI AIJ BCD BDE EFG EGI GHI
ABE AEI AIJ BCD BDE EFH EHI FGH
ABE AEI AIJ BCD BDE EFI FGH FHI
ABE AEI AIJ BCD BDE EFI FGI GHI
ABE AEI AIJ BCE CDE EFG EGH EHI
ABE AEI AIJ BCE CDE EFG EGI GHI
ABE AEI AIJ BCE CDE EFH EHI FGH
ABE AEI AIJ BCE CDE EFI FGH FHI
ABE AEI AIJ BCE CDE EFI FGI GHI
ABE AEJ BCD BDE EFG EGH EHI EIJ
ABE AEJ BCD BDE EFG EGH EHJ HIJ
ABE AEJ BCD BDE EFG EGI EIJ GHI
ABE AEJ BCD BDE EFG EGJ GHI GIJ
ABE AEJ BCD BDE EFG EGJ GHJ HIJ
ABE AEJ BCD BDE EFH EHI EIJ FGH
ABE AEJ BCD BDE EFH EHJ FGH HIJ
ABE AEJ BCD BDE EFI EIJ FGH FHI
ABE AEJ BCD BDE EFI EIJ FGI GHI
ABE AEJ BCD BDE EFJ FGH FHI FIJ
ABE AEJ BCD BDE EFJ FGH FHJ HIJ
ABE AEJ BCD BDE EFJ FGI FIJ GHI
ABE AEJ BCD BDE EFJ FGJ GHI GIJ
ABE AEJ BCD BDE EFJ FGJ GHJ HIJ
ABE AEJ BCE CDE EFG EGH EHI EIJ
ABE AEJ BCE CDE EFG EGH EHJ HIJ
ABE AEJ BCE CDE EFG EGI EIJ GHI
ABE AEJ BCE CDE EFG EGJ GHI GIJ
ABE AEJ BCE CDE EFG EGJ GHJ HIJ
ABE AEJ BCE CDE EFH EHI EIJ FGH
ABE AEJ BCE CDE EFH EHJ FGH HIJ
ABE AEJ BCE CDE EFI EIJ FGH FHI
ABE AEJ BCE CDE EFI EIJ FGI GHI
ABE AEJ BCE CDE EFJ FGH FHI FIJ
ABE AEJ BCE CDE EFJ FGH FHJ HIJ
ABE AEJ BCE CDE EFJ FGI FIJ GHI
ABE AEJ BCE CDE EFJ FGJ GHI GIJ
ABE AEJ BCE CDE EFJ FGJ GHJ HIJ
ABF AFG AGH AHI AIJ BCD BDE BEF
ABF AFG AGH AHI AIJ BCD BDF DEF
ABF AFG AGH AHI AIJ BCE BEF CDE
ABF AFG AGH AHI AIJ BCF CDE CEF
ABF AFG AGH AHI AIJ BCF CDF DEF
ABF AFG AGH AHJ BCD BDE BEF HIJ
ABF AFG AGH AHJ BCD BDF DEF HIJ
ABF AFG AGH AHJ BCE BEF CDE HIJ
ABF AFG AGH AHJ BCF CDE CEF HIJ
ABF AFG AGH AHJ BCF CDF DEF HIJ
ABF AFG AGI AIJ BCD BDE BEF GHI
ABF AFG AGI AIJ BCD BDF DEF GHI
ABF AFG AGI AIJ BCE BEF CDE GHI
ABF AFG AGI AIJ BCF CDE CEF GHI
ABF AFG AGI AIJ BCF CDF DEF GHI
ABF AFG AGJ BCD BDE BEF GHI GIJ
ABF AFG AGJ BCD BDE BEF GHJ HIJ
ABF AFG AGJ BCD BDF DEF GHI GIJ
ABF AFG AGJ BCD BDF DEF GHJ HIJ
ABF AFG AGJ BCE BEF CDE GHI GIJ
ABF AFG AGJ BCE BEF CDE GHJ HIJ
ABF AFG AGJ BCF CDE CEF GHI GIJ
ABF AFG AGJ BCF CDE CEF GHJ HIJ
ABF AFG AGJ BCF CDF DEF GHI GIJ
ABF AFG AGJ BCF CDF DEF GHJ HIJ
ABF AFH AHI AIJ BCD BDE BEF FGH
ABF AFH AHI AIJ BCD BDF DEF FGH
ABF AFH AHI AIJ BCE BEF CDE FGH
ABF AFH AHI AIJ BCF CDE CEF FGH
ABF AFH AHI AIJ BCF CDF DEF FGH
ABF AFH AHJ BCD BDE BEF FGH HIJ
ABF AFH AHJ BCD BDF DEF FGH HIJ
ABF AFH AHJ BCE BEF CDE FGH HIJ
ABF AFH AHJ BCF CDE CEF FGH HIJ
ABF AFH AHJ BCF CDF DEF FGH HIJ
ABF AFI AIJ BCD BDE BEF FGH FHI
ABF AFI AIJ BCD BDE BEF FGI GHI
ABF AFI AIJ BCD BDF DEF FGH FHI
ABF AFI AIJ BCD BDF DEF FGI GHI
ABF AFI AIJ BCE BEF CDE FGH FHI
ABF AFI AIJ BCE BEF CDE FGI GHI
ABF AFI AIJ BCF CDE CEF FGH FHI
ABF AFI AIJ BCF CDE CEF FGI GHI
ABF AFI AIJ BCF CDF DEF FGH FHI
ABF AFI AIJ BCF CDF DEF FGI GHI
ABF AFJ BCD BDE BEF FGH FHI FIJ
ABF AFJ BCD BDE BEF FGH FHJ HIJ
ABF AFJ BCD BDE BEF FGI FIJ GHI
ABF AFJ BCD BDE BEF FGJ GHI GIJ
ABF AFJ BCD BDE BEF FGJ GHJ HIJ
ABF AFJ BCD BDF DEF FGH FHI FIJ
ABF AFJ BCD BDF DEF FGH FHJ HIJ
ABF AFJ BCD BDF DEF FGI FIJ GHI
ABF AFJ BCD BDF DEF FGJ GHI GIJ
ABF AFJ BCD BDF DEF FGJ GHJ HIJ
ABF AFJ BCE BEF CDE FGH FHI FIJ
ABF AFJ BCE BEF CDE FGH FHJ HIJ
ABF AFJ BCE BEF CDE FGI FIJ GHI
ABF AFJ BCE BEF CDE FGJ GHI GIJ
ABF AFJ BCE BEF CDE FGJ GHJ HIJ
ABF AFJ BCF CDE CEF FGH FHI FIJ
ABF AFJ BCF CDE CEF FGH FHJ HIJ
ABF AFJ BCF CDE CEF FGI FIJ GHI
ABF AFJ BCF CDE CEF FGJ GHI GIJ
ABF AFJ BCF CDE CEF FGJ GHJ HIJ
ABF AFJ BCF CDF DEF FGH FHI FIJ
ABF AFJ BCF CDF DEF FGH FHJ HIJ
ABF AFJ BCF CDF DEF FGI FIJ GHI
ABF AFJ BCF CDF DEF FGJ GHI GIJ
ABF AFJ BCF CDF DEF FGJ GHJ HIJ
ABG AGH AHI AIJ BCD BDE BEF BFG
ABG AGH AHI AIJ BCD BDE BEG EFG
ABG AGH AHI AIJ BCD BDF BFG DEF
ABG AGH AHI AIJ BCD BDG DEF DFG
ABG AGH AHI AIJ BCD BDG DEG EFG
ABG AGH AHI AIJ BCE BEF BFG CDE
ABG AGH AHI AIJ BCE BEG CDE EFG
ABG AGH AHI AIJ BCF BFG CDE CEF
ABG AGH AHI AIJ BCF BFG CDF DEF
ABG AGH AHI AIJ BCG CDE CEF CFG
ABG AGH AHI AIJ BCG CDE CEG EFG
ABG AGH AHI AIJ BCG CDF CFG DEF
ABG AGH AHI AIJ BCG CDG DEF DFG
ABG AGH AHI AIJ BCG CDG DEG EFG
ABG AGH AHJ BCD BDE BEF BFG HIJ
ABG AGH AHJ BCD BDE BEG EFG HIJ
ABG AGH AHJ BCD BDF BFG DEF HIJ
ABG AGH AHJ BCD BDG DEF DFG HIJ
ABG AGH AHJ BCD BDG DEG EFG HIJ
ABG AGH AHJ BCE BEF BFG CDE HIJ
ABG AGH AHJ BCE BEG CDE EFG HIJ
ABG AGH AHJ BCF BFG CDE CEF HIJ
ABG AGH AHJ BCF BFG CDF DEF HIJ
ABG AGH AHJ BCG CDE CEF CFG HIJ
ABG AGH AHJ BCG CDE CEG EFG HIJ
ABG AGH AHJ BCG CDF CFG DEF HIJ
ABG AGH AHJ BCG CDG DEF DFG HIJ
ABG AGH AHJ BCG CDG DEG EFG HIJ
ABG AGI AIJ BCD BDE BEF BFG GHI
ABG AGI AIJ BCD BDE BEG EFG GHI
ABG AGI AIJ BCD BDF BFG DEF GHI
ABG AGI AIJ BCD BDG DEF DFG GHI
ABG AGI AIJ BCD BDG DEG EFG GHI
ABG AGI AIJ BCE BEF BFG CDE GHI
ABG AGI AIJ BCE BEG CDE EFG GHI
ABG AGI AIJ BCF BFG CDE CEF GHI
ABG AGI AIJ BCF BFG CDF DEF GHI
ABG AGI AIJ BCG CDE CEF CFG GHI
ABG AGI AIJ BCG CDE CEG EFG GHI
ABG AGI AIJ BCG CDF CFG DEF GHI
ABG AGI AIJ BCG CDG DEF DFG GHI
ABG AGI AIJ BCG CDG DEG EFG GHI
ABG AGJ BCD BDE BEF BFG GHI GIJ
ABG AGJ BCD BDE BEF BFG GHJ HIJ
ABG AGJ BCD BDE BEG EFG GHI GIJ
ABG AGJ BCD BDE BEG EFG GHJ HIJ
ABG AGJ BCD BDF BFG DEF GHI GIJ
ABG AGJ BCD BDF BFG DEF GHJ HIJ
ABG AGJ BCD BDG DEF DFG GHI GIJ
ABG AGJ BCD BDG DEF DFG GHJ HIJ
ABG AGJ BCD BDG DEG EFG GHI GIJ
ABG AGJ BCD BDG DEG EFG GHJ HIJ
ABG AGJ BCE BEF BFG CDE GHI GIJ
ABG AGJ BCE BEF BFG CDE GHJ HIJ
ABG AGJ BCE BEG CDE EFG GHI GIJ
ABG AGJ BCE BEG CDE EFG GHJ HIJ
ABG AGJ BCF BFG CDE CEF GHI GIJ
ABG AGJ BCF BFG CDE CEF GHJ HIJ
ABG AGJ BCF BFG CDF DEF GHI GIJ
ABG AGJ BCF BFG CDF DEF GHJ HIJ
ABG AGJ BCG CDE CEF CFG GHI GIJ
ABG AGJ BCG CDE CEF CFG GHJ HIJ
ABG AGJ BCG CDE CEG EFG GHI GIJ
ABG AGJ BCG CDE CEG EFG GHJ HIJ
ABG AGJ BCG CDF CFG DEF GHI GIJ
ABG AGJ BCG CDF CFG DEF GHJ HIJ
ABG AGJ BCG CDG DEF DFG GHI GIJ
ABG AGJ BCG CDG DEF DFG GHJ HIJ
ABG AGJ BCG CDG DEG EFG GHI GIJ
ABG AGJ BCG CDG DEG EFG GHJ HIJ
ABH AHI AIJ BCD BDE BEF BFG BGH
ABH AHI AIJ BCD BDE BEF BFH FGH
ABH AHI AIJ BCD BDE BEG BGH EFG
ABH AHI AIJ BCD BDE BEH EFG EGH
ABH AHI AIJ BCD BDE BEH EFH FGH
ABH AHI AIJ BCD BDF BFG BGH DEF
ABH AHI AIJ BCD BDF BFH DEF FGH
ABH AHI AIJ BCD BDG BGH DEF DFG
ABH AHI AIJ BCD BDG BGH DEG EFG
ABH AHI AIJ BCD BDH DEF DFG DGH
ABH AHI AIJ BCD BDH DEF DFH FGH
ABH AHI AIJ BCD BDH DEG DGH EFG
ABH AHI AIJ BCD BDH DEH EFG EGH
ABH AHI AIJ BCD BDH DEH EFH FGH
ABH AHI AIJ BCE BEF BFG BGH CDE
ABH AHI AIJ BCE BEF BFH CDE FGH
ABH AHI AIJ BCE BEG BGH CDE EFG
ABH AHI AIJ BCE BEH CDE EFG EGH
ABH AHI AIJ BCE BEH CDE EFH FGH
ABH AHI AIJ BCF BFG BGH CDE CEF
ABH AHI AIJ BCF BFG BGH CDF DEF
ABH AHI AIJ BCF BFH CDE CEF FGH
ABH AHI AIJ BCF BFH CDF DEF FGH
ABH AHI AIJ BCG BGH CDE CEF CFG
ABH AHI AIJ BCG BGH CDE CEG EFG
ABH AHI AIJ BCG BGH CDF CFG DEF
ABH AHI AIJ BCG BGH CDG DEF DFG
ABH AHI AIJ BCG BGH CDG DEG EFG
ABH AHI AIJ BCH CDE CEF CFG CGH
ABH AHI AIJ BCH CDE CEF CFH FGH
ABH AHI AIJ BCH CDE CEG CGH EFG
ABH AHI AIJ BCH CDE CEH EFG EGH
ABH AHI AIJ BCH CDE CEH EFH FGH
ABH AHI AIJ BCH CDF CFG CGH DEF
ABH AHI AIJ BCH CDF CFH DEF FGH
ABH AHI AIJ BCH CDG CGH DEF DFG
ABH AHI AIJ BCH CDG CGH DEG EFG
ABH AHI AIJ BCH CDH DEF DFG DGH
ABH AHI AIJ BCH CDH DEF DFH FGH
ABH AHI AIJ BCH CDH DEG DGH EFG
ABH AHI AIJ BCH CDH DEH EFG EGH
ABH AHI AIJ BCH CDH DEH EFH FGH
ABH AHJ BCD BDE BEF BFG BGH HIJ
ABH AHJ BCD BDE BEF BFH FGH HIJ
ABH AHJ BCD BDE BEG BGH EFG HIJ
ABH AHJ BCD BDE BEH EFG EGH HIJ
ABH AHJ BCD BDE BEH EFH FGH HIJ
ABH AHJ BCD BDF BFG BGH DEF HIJ
ABH AHJ BCD BDF BFH DEF FGH HIJ
ABH AHJ BCD BDG BGH DEF DFG HIJ
ABH AHJ BCD BDG BGH DEG EFG HIJ
ABH AHJ BCD BDH DEF DFG DGH HIJ
ABH AHJ BCD BDH DEF DFH FGH HIJ
ABH AHJ BCD BDH DEG DGH EFG HIJ
ABH AHJ BCD BDH DEH EFG EGH HIJ
ABH AHJ BCD BDH DEH EFH FGH HIJ
ABH AHJ BCE BEF BFG BGH CDE HIJ
ABH AHJ BCE BEF BFH CDE FGH HIJ
ABH AHJ BCE BEG BGH CDE EFG HIJ
ABH AHJ BCE BEH CDE EFG EGH HIJ
ABH AHJ BCE BEH CDE EFH FGH HIJ
ABH AHJ BCF BFG BGH CDE CEF HIJ
ABH AHJ BCF BFG BGH CDF DEF HIJ
ABH AHJ BCF BFH CDE CEF FGH HIJ
ABH AHJ BCF BFH CDF DEF FGH HIJ
ABH AHJ BCG BGH CDE CEF CFG HIJ
ABH AHJ BCG BGH CDE CEG EFG HIJ
ABH AHJ BCG BGH CDF CFG DEF HIJ
ABH AHJ BCG BGH CDG DEF DFG HIJ
ABH AHJ BCG BGH CDG DEG EFG HIJ
ABH AHJ BCH CDE CEF CFG CGH HIJ
ABH AHJ BCH CDE CEF CFH FGH HIJ
ABH AHJ BCH CDE CEG CGH EFG HIJ
ABH AHJ BCH CDE CEH EFG EGH HIJ
ABH AHJ BCH CDE CEH EFH FGH HIJ
ABH AHJ BCH CDF CFG CGH DEF HIJ
ABH AHJ BCH CDF CFH DEF FGH HIJ
ABH AHJ BCH CDG CGH DEF DFG HIJ
ABH AHJ BCH CDG CGH DEG EFG HIJ
ABH AHJ BCH CDH DEF DFG DGH HIJ
ABH AHJ BCH CDH DEF DFH FGH HIJ
ABH AHJ BCH CDH DEG DGH EFG HIJ
ABH AHJ BCH CDH DEH EFG EGH HIJ
ABH AHJ BCH CDH DEH EFH FGH HIJ
ABI AIJ BCD BDE BEF BFG BGH BHI
ABI AIJ BCD BDE BEF BFG BGI GHI
ABI AIJ BCD BDE BEF BFH BHI FGH
ABI AIJ BCD BDE BEF BFI FGH FHI
ABI AIJ BCD BDE BEF BFI FGI GHI
ABI AIJ BCD BDE BEG BGH BHI EFG
ABI AIJ BCD BDE BEG BGI EFG GHI
ABI AIJ BCD BDE BEH BHI EFG EGH
ABI AIJ BCD BDE BEH BHI EFH FGH
ABI AIJ BCD BDE BEI EFG EGH EHI
ABI AIJ BCD BDE BEI EFG EGI GHI
ABI AIJ BCD BDE BEI EFH EHI FGH
ABI AIJ BCD BDE BEI EFI FGH FHI
ABI AIJ BCD BDE BEI EFI FGI GHI
ABI AIJ BCD BDF BFG BGH BHI DEF
ABI AIJ BCD BDF BFG BGI DEF GHI
ABI AIJ BCD BDF BFH BHI DEF FGH
ABI AIJ BCD BDF BFI DEF FGH FHI
ABI AIJ BCD BDF BFI DEF FGI GHI
ABI AIJ BCD BDG BGH BHI DEF DFG
ABI AIJ BCD BDG BGH BHI DEG EFG
ABI AIJ BCD BDG BGI DEF DFG GHI
ABI AIJ BCD BDG BGI DEG EFG GHI
ABI AIJ BCD BDH BHI DEF DFG DGH
ABI AIJ BCD BDH BHI DEF DFH FGH
ABI AIJ BCD BDH BHI DEG DGH EFG
ABI AIJ BCD BDH BHI DEH EFG EGH
ABI AIJ BCD BDH BHI DEH EFH FGH
ABI AIJ BCD BDI DEF DFG DGH DHI
ABI AIJ BCD BDI DEF DFG DGI GHI
ABI AIJ BCD BDI DEF DFH DHI FGH
ABI AIJ BCD BDI DEF DFI FGH FHI
ABI AIJ BCD BDI DEF DFI FGI GHI
ABI AIJ BCD BDI DEG DGH DHI EFG
ABI AIJ BCD BDI DEG DGI EFG GHI
ABI AIJ BCD BDI DEH DHI EFG EGH
ABI AIJ BCD BDI DEH DHI EFH FGH
ABI AIJ BCD BDI DEI EFG EGH EHI
ABI AIJ BCD BDI DEI EFG EGI GHI
ABI AIJ BCD BDI DEI EFH EHI FGH
ABI AIJ BCD BDI DEI EFI FGH FHI
ABI AIJ BCD BDI DEI EFI FGI GHI
ABI AIJ BCE BEF BFG BGH BHI CDE
ABI AIJ BCE BEF BFG BGI CDE GHI
ABI AIJ BCE BEF BFH BHI CDE FGH
ABI AIJ BCE BEF BFI CDE FGH FHI
ABI AIJ BCE BEF BFI CDE FGI GHI
ABI AIJ BCE BEG BGH BHI CDE EFG
ABI AIJ BCE BEG BGI CDE EFG GHI
ABI AIJ BCE BEH BHI CDE EFG EGH
ABI AIJ BCE BEH BHI CDE EFH FGH
ABI AIJ BCE BEI CDE EFG EGH EHI
ABI AIJ BCE BEI CDE EFG EGI GHI
ABI AIJ BCE BEI CDE EFH EHI FGH
ABI AIJ BCE BEI CDE EFI FGH FHI
ABI AIJ BCE BEI CDE EFI FGI GHI
ABI AIJ BCF BFG BGH BHI CDE CEF
ABI AIJ BCF BFG BGH BHI CDF DEF
ABI AIJ BCF BFG BGI CDE CEF GHI
ABI AIJ BCF BFG BGI CDF DEF GHI
ABI AIJ BCF BFH BHI CDE CEF FGH
ABI AIJ BCF BFH BHI CDF DEF FGH
ABI AIJ BCF BFI CDE CEF FGH FHI
ABI AIJ BCF BFI CDE CEF FGI GHI
ABI AIJ BCF BFI CDF DEF FGH FHI
ABI AIJ BCF BFI CDF DEF FGI GHI
ABI AIJ BCG BGH BHI CDE CEF CFG
ABI AIJ BCG BGH BHI CDE CEG EFG
ABI AIJ BCG BGH BHI CDF CFG DEF
ABI AIJ BCG BGH BHI CDG DEF DFG
ABI AIJ BCG BGH BHI CDG DEG EFG
ABI AIJ BCG BGI CDE CEF CFG GHI
ABI AIJ BCG BGI CDE CEG EFG GHI
ABI AIJ BCG BGI CDF CFG DEF GHI
ABI AIJ BCG BGI CDG DEF DFG GHI
ABI AIJ BCG BGI CDG DEG EFG GHI
ABI AIJ BCH BHI CDE CEF CFG CGH
ABI AIJ BCH BHI CDE CEF CFH FGH
ABI AIJ BCH BHI CDE CEG CGH EFG
ABI AIJ BCH BHI CDE CEH EFG EGH
ABI AIJ BCH BHI CDE CEH EFH FGH
ABI AIJ BCH BHI CDF CFG CGH DEF
ABI AIJ BCH BHI CDF CFH DEF FGH
ABI AIJ BCH BHI CDG CGH DEF DFG
ABI AIJ BCH BHI CDG CGH DEG EFG
ABI AIJ BCH BHI CDH DEF DFG DGH
ABI AIJ BCH BHI CDH DEF DFH FGH
ABI AIJ BCH BHI CDH DEG DGH EFG
ABI AIJ BCH BHI CDH DEH EFG EGH
ABI AIJ BCH BHI CDH DEH EFH FGH
ABI AIJ BCI CDE CEF CFG CGH CHI
ABI AIJ BCI CDE CEF CFG CGI GHI
ABI AIJ BCI CDE CEF CFH CHI FGH
ABI AIJ BCI CDE CEF CFI FGH FHI
ABI AIJ BCI CDE CEF CFI FGI GHI
ABI AIJ BCI CDE CEG CGH CHI EFG
ABI AIJ BCI CDE CEG CGI EFG GHI
ABI AIJ BCI CDE CEH CHI EFG EGH
ABI AIJ BCI CDE CEH CHI EFH FGH
ABI AIJ BCI CDE CEI EFG EGH EHI
ABI AIJ BCI CDE CEI EFG EGI GHI
ABI AIJ BCI CDE CEI EFH EHI FGH
ABI AIJ BCI CDE CEI EFI FGH FHI
ABI AIJ BCI CDE CEI EFI FGI GHI
